abster-se； abstain/棄權； v. r.；Nas assembleias, muitos cidadãos decidiram abster-se da votação.; de
acurado；精確的；adjetivo；O relatório apresenta uma análise acurada da situação financeira.；ser acurado em algo
acusado；被告；nome masculino；O acusado negou todas as alegações perante o juiz.；acusado de algo
adimplemento；履行；nome masculino；O adimplemento do contrato ocorreu dentro do prazo estipulado.；adimplemento de algo
admoestar；告誡；verbo；O professor admoestou os alunos pelo seu comportamento.；admoestar alguém por algo
aferir；評估；verbo；É difícil aferir o verdadeiro impacto da medida.；aferir algo
afigurar-se；顯得；verbo；Afigura-se difícil concluir o projecto a tempo.；afigurar-se algo
afluência；匯集；nome feminino；Registou-se uma grande afluência de público ao espectáculo.；afluência de algo
agigantar-se；變巨大；verbo；O problema agigantou-se com o passar do tempo.；agigantar-se
agravante；加重情節；nome feminino；O tribunal considerou a reincidência como agravante.；agravante de algo
ajuizado；明智的；adjetivo；A sua decisão foi muito ajuizada dadas as circunstâncias.；ser ajuizado
alastrar；蔓延；verbo；O incêndio alastrou rapidamente por toda a floresta.；alastrar por algo
alcunha；綽號；nome feminino；Conheciam-no apenas pela alcunha de «Zé Grande».；alcunha de alguém
alear；合金；verbo；O ourives aleou o ouro com cobre para aumentar a resistência.；alear algo com algo
aliciar；引誘；verbo；Tentaram aliciar o funcionário com promessas de dinheiro fácil.；aliciar alguém
aludir；提及；verbo；O orador aludiu aos acontecimentos recentes sem os nomear.；aludir a algo
alusão；暗示；nome feminino；Fez uma alusão clara ao desaparecimento dos documentos.；alusão a algo
amálgama；混合物；nome feminino；A cidade é uma amálgama de culturas e tradições.；amálgama de algo
ambicionar；渴望；verbo；Sempre ambicionou uma carreira na diplomacia.；ambicionar algo
amenizar；緩和；verbo；As medidas visam amenizar o impacto social da crise.；amenizar algo
amiúde；頻繁地；advérbio；Amiúde surgem divergências entre os dois departamentos.；amiúde
amnistia；大赦；nome feminino；O governo concedeu amnistia aos presos políticos.；amnistia a alguém
amplamente；廣泛地；advérbio；A teoria é amplamente aceite pela comunidade científica.；amplamente
anátema；詛咒；nome masculino；A proposta foi considerada um anátema pelos conservadores.；anátema para algo
ancestral；祖先的；adjetivo；As tradições ancestrais ainda se mantêm vivas na região.；ancestral
anexação；合併；nome feminino；A anexação do território gerou controvérsia internacional.；anexação de algo
angariar；籌集；verbo；A instituição angariou fundos para os sem-abrigo.；angariar algo
aniquilar；消滅；verbo；O exército aniquilou as forças inimigas.；aniquilar algo
anistia；赦免；nome feminino；A anistia foi concedida a todos os envolvidos no conflito.；anistia a alguém
anomalia；異常；nome feminino；Os testes detectaram uma anomalia no sistema.；anomalia em algo
anteceder；先於；verbo；Os preparativos antecederam a cerimónia em várias semanas.；anteceder algo
antepor；置於前；verbo；É preciso antepor o interesse público ao privado.；antepor algo a algo
antever；預見；verbo；Ninguém conseguiu antever as consequências da decisão.；antever algo
antipatia；反感；nome feminino；Sente uma antipatia inexplicável por pessoas arrogantes.；antipatia por algo
antiquado；過時的；adjetivo；O método de ensino está completamente antiquado.；ser antiquado
apadrinhar；贊助；verbo；O empresário apadrinhou o projecto cultural.；apadrinhar algo
apagar-se；消逝；verbo；A sua imagem foi-se apagando da memória colectiva.；apagar-se
aparência；外表；nome feminino；A aparência pode ser enganadora nestes casos.；aparência de algo
apaziguar；安撫；verbo；As palavras do líder não conseguiram apaziguar os ânimos.；apaziguar algo
aperceber-se；察覺；verbo；Apercebeu-se do erro apenas quando era tarde demais.；aperceber-se de algo
apertar；收緊；verbo；O governo decidiu apertar as medidas de controlo.；apertar algo
aplacar；平息；verbo；Nada parecia aplacar a sua fúria.；aplacar algo
apócrifo；偽造的；adjetivo；O documento é considerado apócrifo pelos historiadores.；ser apócrifo
apoderar-se；佔據；verbo；A frustração apoderou-se dele durante a discussão.；apoderar-se de algo
apor；附加；verbo；É necessário apor a sua assinatura no documento.；apor algo a algo
aporia；困境；nome feminino；A aporia filosófica permaneceu sem resolução.；aporia
aprazível；宜人的；adjetivo；A tarde foi aprazível e tranquila.；ser aprazível
apreço；重視；nome masculino；Tenho grande apreço pela sua honestidade.；apreço por algo
apreensão；憂慮；nome feminino；Há uma grande apreensão quanto ao futuro da empresa.；apreensão com algo
apressar-se；趕快；verbo；Apressou-se a terminar o relatório antes do prazo.；apressar-se a fazer algo
aprimorar；改善；verbo；É preciso aprimorar as técnicas de diagnóstico.；aprimorar algo
apropriação；挪用；nome feminino；A apropriação de fundos públicos é crime.；apropriação de algo
aprovisionar；供應；verbo；O exército aprovisionou-se de mantimentos para o inverno.；aprovisionar-se de algo
aptidão；才能；nome feminino；Revelou grande aptidão para a música desde cedo.；aptidão para algo
apuramento；查明；nome masculino；O apuramento dos factos levou várias semanas.；apuramento de algo
arbitragem；仲裁；nome feminino；Recorreram à arbitragem para resolver o conflito.；arbitragem de algo
arbítrio；裁決；nome masculino；O árbitro exerceu o seu arbítrio de forma justa.；arbítrio de algo
arcabouço；骨架；nome masculino；O arcabouço teórico da investigação é sólido.；arcabouço de algo
arcano；奧秘；nome masculino；Os arcanos da alquimia fascinam os estudiosos.；arcano
arguição；辯論；nome feminino；A arguição da tese decorreu na semana passada.；arguição de algo
arrebatar；奪取；verbo；O vento arrebatou-lhe o chapéu da cabeça.；arrebatar algo
arrecadar；收取；verbo；O Estado arrecadou mais impostos este ano.；arrecadar algo
arrefecer；冷卻；verbo；As relações entre os dois países arrefeceram.；arrefecer
arrolar；列舉；verbo；O documento arrola todos os bens do falecido.；arrolar algo
arrogar-se；自稱；verbo；Arrogou-se o direito de falar em nome de todos.；arrogar-se algo
arruinado；破產的；adjetivo；A empresa está arruinada após o escândalo financeiro.；estar arruinado
articulado；清晰的；adjetivo；O discurso foi muito articulado e convincente.；ser articulado
ascensão；上升；nome feminino；A sua ascensão profissional foi meteórica.；ascensão a algo
ascético；苦行的；adjetivo；Leva uma vida ascética no mosteiro.；ser ascético
asfixiar；窒息；verbo；A burocracia asfixia a inovação nas empresas.；asfixiar algo
assaz；足夠地；advérbio；O trabalho está assaz complicado para ser feito sozinho.；assaz
assédio；騷擾；nome masculino；O assédio moral no local de trabalho é inaceitável.；assédio a alguém
assenhorear-se；掌握；verbo；Assenhorou-se do conhecimento necessário para o cargo.；assenhorear-se de algo
assente；確立的；adjetivo；A decisão está assente em provas sólidas.；assente em algo
assiduamente；勤奮地；advérbio；Frequenta o ginásio assiduamente todas as manhãs.；assiduamente
assimilar；吸收；verbo；Os alunos assimilaram os conceitos rapidamente.；assimilar algo
assinalável；顯著的；adjetivo；Houve um progresso assinalável na investigação.；ser assinalável
assinar；簽署；verbo；O presidente assinou o decreto-lei ontem.；assinar algo
assobiar；吹口哨；verbo；Assobiava uma canção enquanto caminhava.；assobiar
assolar；蹂躪；verbo；A seca assolou a região durante três anos.；assolar algo
assombroso；驚人的；adjetivo；O resultado foi assombroso para todos os presentes.；ser assombroso
assoreamento；淤積；nome masculino；O assoreamento do rio impede a navegação.；assoreamento de algo
assumir；承擔；verbo；Assume a responsabilidade pelos seus actos.；assumir algo
assunção；假定；nome feminino；A assunção de que todos concordam é perigosa.；assunção de algo
atempadamente；及時地；advérbio；Os relatórios foram entregues atempadamente.；atempadamente
atenuação；減輕；nome feminino；O juiz considerou a atenuação da pena.；atenuação de algo
ater-se；堅持；verbo；Atenha-se aos factos e não às opiniões.；ater-se a algo
atestar；證明；verbo；O certificado atesta a sua proficiência na língua.；atestar algo
ato；行為；nome masculino；O ato heroico foi reconhecido publicamente.；ato de algo
atormentar；折磨；verbo；As dúvidas atormentavam-no noite e dia.；atormentar alguém
atravancar；阻塞；verbo；Os móveis antigos atravancam a sala.；atravancar algo
atrever-se；敢於；verbo；Não se atreveu a contestar a decisão do chefe.；atrever-se a fazer algo
atribuição；分配；nome feminino；A atribuição das bolsas será feita em breve.；atribuição de algo
atributo；屬性；nome masculino；A paciência é um atributo essencial para o cargo.；atributo de algo
atroz；殘忍的；adjetivo；O crime foi atroz e chocou o país.；ser atroz
audácia；大膽；nome feminino；Teve a audácia de criticar o próprio diretor.；audácia de fazer algo
auferir；獲得；verbo；A empresa auferiu lucros elevados este trimestre.；auferir algo
augúrio；預兆；nome masculino；O céu limpo era um bom augúrio para a viagem.；augúrio de algo
auscultar；聽取；verbo；O governo auscultou a opinião dos especialistas.；auscultar algo
autenticar；認證；verbo；O notário autenticou o documento.；autenticar algo
autóctone；本土的；adjetivo；A espécie é autóctone da região mediterrânica.；ser autóctone
autonomia；自主；nome feminino；A região goza de autonomia administrativa.；autonomia de algo
autossuficiente；自給自足的；adjetivo；O país tornou-se autossuficiente em cereais.；ser autossuficiente
aval；擔保；nome masculino；O projeto obteve o aval do ministério.；aval de algo
avaliar；評估；verbo；É necessário avaliar os riscos envolvidos.；avaliar algo
avante；前進；advérbio；O projeto segue avante apesar das dificuldades.；avante
avassalador；壓倒性的；adjetivo；A evidência era avassaladora contra o réu.；ser avassalador
aventar；提出；verbo；O advogado aventou a possibilidade de recurso.；aventar algo
averiguar；調查；verbo；A polícia averiguou as circunstâncias do acidente.；averiguar algo
