campanha；競選，活動；substantivo feminino；A campanha de vacinação começa na segunda.；—
campeonato；錦標賽；substantivo masculino；O campeonato de futebol começa em agosto.；—
campos；田野，場地；substantivo masculino plural；Os campos estão verdes na primavera.；—
cancelar；取消；verbo；Vou cancelar a minha inscrição no ginásio.；—
candidatar；申請；verbo；Vou candidatar-me a essa vaga de emprego.；candidatar-se a
cantar；唱歌；verbo；Ela canta muito bem no coro da igreja.；—
cápsula；膠囊；substantivo feminino；Toma uma cápsula de vitaminas por dia.；—
captar；捕捉；verbo；A fotografia captou o momento perfeito.；—
cara；臉；substantivo feminino；Ela tem uma cara muito expressiva.；—
caráter；性格；substantivo masculino；Ele tem um caráter muito forte.；—
carência；缺乏；substantivo feminino；Há uma carência de médicos no interior.；carência de
carga；負載，貨物；substantivo feminino；O camião transporta uma carga pesada.；—
carne；肉；substantivo feminino；Não como carne vermelha por opção.；—
caro；昂貴的；adjetivo；Este casaco é muito caro para o meu orçamento.；—
carreira；職業，路線；substantivo feminino；A carreira dela na medicina é brilhante.；—
carta；信，牌；substantivo feminino；Escrevi uma carta à minha avó.；—
cartão；卡片；substantivo masculino；Paguei com cartão de crédito.；—
carteira；錢包；substantivo feminino；Perdi a carteira no metro.；—
cartucho；墨盒；substantivo masculino；Preciso de mudar o cartucho da impressora.；—
casaco；外套；substantivo masculino；Leva o casaco porque está frio lá fora.；—
casar；結婚；verbo；Eles vão casar-se em setembro.；casar com
casca；皮；substantivo feminino；A casca da laranja é rica em vitamina C.；—
caso；情況，案件；substantivo masculino；Em caso de dúvida, pergunta ao professor.；—
castigo；懲罰；substantivo masculino；O menino ficou de castigo por se portar mal.；—
castiço；純正的；adjetivo；Ele fala um português muito castiço.；—
cativeiro；囚禁；substantivo masculino；O animal viveu em cativeiro durante anos.；—
causa；原因，事業；substantivo feminino；A causa do incêndio ainda é desconhecida.；—
cautela；謹慎；substantivo feminino；É preciso ter cautela ao atravessar a estrada.；—
cavalo；馬；substantivo masculino；Ela aprendeu a montar a cavalo nas férias.；—
cavar；挖掘；verbo；O jardineiro cavou um buraco para plantar a árvore.；—
ceder；讓步；verbo；A empresa cedeu às exigências dos trabalhadores.；ceder a
célula；細胞；substantivo feminino；O corpo humano é composto por milhões de células.；—
cena；場景；substantivo feminino；A cena final do filme é emocionante.；—
censura；審查；substantivo feminino；A censura aos meios de comunicação é inaceitável.；—
centelha；火花；substantivo feminino；Uma centelha da fogueira queimou-lhe a mão.；—
central；中央的；adjetivo/substantivo feminino；A estação central fica no centro da cidade.；—
centro；中心；substantivo masculino；Vivo no centro histórico da cidade.；—
cereal；穀物；substantivo masculino；Como cereais ao pequeno-almoço todos os dias.；—
cerimónia；儀式；substantivo feminino；A cerimónia de casamento foi na igreja.；—
certamente；當然；advérbio；Certamente que vais gostar do presente.；—
certeza；確定性；substantivo feminino；Tenho a certeza de que ele virá.；—
certidão；證明書；substantivo feminino；Preciso de uma certidão de nascimento.；—
certificar；確認；verbo；Certifica-te de que fechaste a porta.；certificar-se de
cerveja；啤酒；substantivo feminino；Vamos beber uma cerveja no jardim.；—
cesto；籃子；substantivo masculino；O cesto da roupa suja está cheio.；—
chá；茶；substantivo masculino；Gosto de beber chá de hortelã depois do jantar.；—
chafariz；噴泉；substantivo masculino；Os pombos bebem água no chafariz da praça.；—
chamar；叫，打電話；verbo；Chama o teu irmão para jantar.；chamar a
chaminé；煙囪；substantivo feminino；A fumaça sai pela chaminé da fábrica.；—
champô；洗髮水；substantivo masculino；Comprei um champô para cabelos secos.；—
chantagem；敲詐；substantivo feminino；Ele foi acusado de chantagem contra o patrão.；—
chapa；金屬板，車牌；substantivo feminino；A chapa do carro está amassada.；—
chapéu；帽子；substantivo masculino；Usa um chapéu para te protegeres do sol.；—
chatear；打擾；verbo；Não me chateies enquanto estou a trabalhar.；chatear-se com
chave；鑰匙；substantivo feminino；Perdi a chave de casa outra vez.；—
chaveiro；鑰匙圈；substantivo masculino；O chaveiro fez uma cópia da chave.；—
chefe；主管；substantivo masculino e feminino；O meu chefe é muito exigente mas justo.；—
cheia；洪水；substantivo feminino；A cheia do rio destruiu as colheitas.；—
cheiro；氣味；substantivo masculino；O cheiro a café acabado de fazer é maravilhoso.；—
cheque；支票；substantivo masculino；Recebi um cheque de aniversário da minha tia.；—
chorar；哭泣；verbo；O bebé chorou a noite toda.；—
chover；下雨；verbo；Está a chover desde manhã.；—
chumbar；不及格；verbo；Chumbei a matemática no exame final.；chumbar a
cicatriz；疤痕；substantivo feminino；A cicatriz no braço é de um acidente de infância.；—
ciclo；週期；substantivo masculino；O ciclo da água é fundamental para a vida.；—
cimeira；峰會；substantivo feminino；A cimeira internacional discutiu as alterações climáticas.；—
cinema；電影院；substantivo masculino；Vamos ao cinema ver o novo filme.；—
cingir；圍繞，限於；verbo；Cinge-te ao assunto principal da reunião.；cingir-se a
cinzento；灰色的；adjetivo；O céu está cinzento hoje.；—
circulação；流通，交通；substantivo feminino；A circulação na autoestrada está intensa.；—
circunstância；情況；substantivo feminino；Nas circunstâncias atuais, é melhor esperar.；—
cisão；分裂；substantivo feminino；Houve uma cisão no partido político.；—
citação；引用；substantivo feminino；A citação do autor está no início do livro.；—
civilização；文明；substantivo feminino；A civilização romana influenciou muito a Europa.；—
clamar；呼喊；verbo；O povo clamava por justiça nas ruas.；clamar por
clandestino；秘密的；adjetivo；O imigrante entrou no país de forma clandestina.；—
clareza；清晰；substantivo feminino；Ela explicou tudo com muita clareza.；—
classe；階級，班級；substantivo feminino；A classe trabalhadora foi a mais afetada.；—
classificar；分類；verbo；Como classificarias este filme?；—
cláusula；條款；substantivo feminino；Lê todas as cláusulas do contrato antes de assinar.；—
cliente；客戶；substantivo masculino e feminino；O cliente reclamou do atendimento.；—
clima；氣候；substantivo masculino；O clima em Portugal é ameno no inverno.；—
clube；俱樂部；substantivo masculino；Ela é sócia do clube de ténis.；—
coação；脅迫；substantivo feminino；A confissão foi feita sob coação.；—
cobertura；覆蓋，報導；substantivo feminino；A cobertura do seguro inclui danos naturais.；—
cobrir；覆蓋；verbo；Cobre a panela para a sopa não arrefecer.；cobrir com
cobrança；收費；substantivo feminino；A cobrança do bilhete é feita à entrada.；—
cobrar；收費；verbo；O mecânico cobrou-me muito caro pelo serviço.；cobrar por
código；密碼，法典；substantivo masculino；Qual é o código postal da tua rua?；—
cofre；保險箱；substantivo masculino；Guarda as joias no cofre.；—
cogumelo；蘑菇；substantivo masculino；Colhi cogumelos no bosque com o meu avô.；—
coincidência；巧合；substantivo feminino；Que coincidência encontrar-te aqui!；—
colaborar；合作；verbo；Várias empresas colaboraram no projeto.；colaborar com
colar；項鍊，黏貼；substantivo masculino/verbo；A minha avó deu-me um colar de pérolas.；colar a
coleção；收藏；substantivo feminino；A minha coleção de selos é muito valiosa.；—
colegial；中學生的；adjetivo/substantivo masculino e feminino；Os colegiais estavam a sair da escola.；—
cólera；憤怒，霍亂；substantivo feminino；Ele explodiu em cólera quando soube da notícia.；—
colher；勺子，採摘；substantivo feminino/verbo；Usa a colher para mexer o café.；—
colina；山丘；substantivo feminino；A casa fica no topo de uma colina.；—
colo；懷抱；substantivo masculino；A criança dormia no colo da mãe.；—
colocar；放置；verbo；Coloca os livros na estante.；colocar em
colónia；殖民地，古龍水；substantivo feminino；Moçambique foi uma colónia portuguesa.；—
colorido；多彩的；adjetivo；O jardim está muito colorido na primavera.；—
combate；戰鬥；substantivo masculino；O combate contra a pobreza continua.；—
combinação；組合；substantivo feminino；A combinação de cores ficou muito bonita.；—
combinar；組合，約定；verbo；Combinámos encontrar-nos às oito.；combinar com
combustível；燃料；substantivo masculino；O preço do combustível aumentou outra vez.；—
comédia；喜劇；substantivo feminino；Adoro filmes de comédia para me alegrar.；—
comemorar；慶祝；verbo；Vamos comemorar o aniversário dela num restaurante.；—
comentário；評論；substantivo masculino；O comentário dele foi muito ofensivo.；—
começar；開始；verbo；O espetáculo começa às nove horas.；começar a
cometer；犯（錯）；verbo；Cometi um erro ao não confirmar a reserva.；—
cómoda；抽屜櫃；substantivo feminino；Guardo a roupa interior na cómoda.；—
cómodo；舒適的；adjetivo；O sofá é muito cómodo para dormir a sesta.；—
companheiro；同伴；substantivo masculino；O meu companheiro de trabalho é muito competente.；—
comparação；比較；substantivo feminino；Não gosto de fazer comparações entre pessoas.；—
comparar；比較；verbo；Compara os preços antes de comprar.；comparar com
compatível；兼容的；adjetivo；Este software não é compatível com o meu sistema.；compatível com
compensar；補償；verbo；O esforço vai compensar no final.；compensar por
competente；勝任的；adjetivo；Ela é uma profissional muito competente.；—
competição；競爭；substantivo feminino；A competição entre as empresas é feroz.；—
competir；競爭；verbo；Várias equipas competem pelo prémio.；competir com
completo；完整的；adjetivo；O relatório está completo e pronto para ser entregue.；—
complexo；複雜的；adjetivo/substantivo masculino；O problema é mais complexo do que parece.；—
complicado；複雜的；adjetivo；A situação está muito complicada.；—
compor；組成，作曲；verbo；A equipa é composta por cinco elementos.；composto por
comportamento；行為；substantivo masculino；O comportamento dele na escola melhorou.；—
comprar；購買；verbo；Vou comprar um presente para a minha mãe.；comprar a
compreender；理解；verbo；Compreendo a tua preocupação.；—
comprometer；承諾，妥協；verbo；Comprometo-me a terminar o trabalho até sexta.；comprometer-se a
comum；共同的；adjetivo；É muito comum as pessoas confundirem estas palavras.；—
comunicar；溝通；verbo；É importante comunicar bem com a equipa.；comunicar com
